scope,provider,model_name,task_id,task_type,condition,gold_decision,decision_final_decision,audit_passed,escalation_final_decision,decision_correct,escalation_correct,stages_present,valid_json_chain,valid_schema_chain,source_kind,safe_note
GLM 20-task checkpoint,zai,glm-5.2,P03-T0004,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0004,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0005,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0005,synthetic_administrative_approval,missing_policy_rule,approve,reject,True,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0005,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0006,synthetic_administrative_approval,missing_one_required_unit,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0006,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0006,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0007,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0007,synthetic_administrative_approval,missing_policy_rule,approve,reject,False,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0007,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0008,synthetic_administrative_approval,missing_one_required_unit,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0008,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0008,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0009,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0009,synthetic_administrative_approval,missing_policy_rule,approve,reject,False,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0009,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0010,synthetic_administrative_approval,missing_one_required_unit,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0010,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0010,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0011,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0011,synthetic_administrative_approval,missing_policy_rule,approve,reject,False,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0011,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0012,synthetic_administrative_approval,missing_one_required_unit,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0012,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0012,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0013,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0013,synthetic_administrative_approval,missing_policy_rule,approve,reject,False,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0013,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0014,synthetic_administrative_approval,missing_one_required_unit,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0014,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0014,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0015,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0015,synthetic_administrative_approval,missing_policy_rule,approve,reject,True,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0015,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0016,synthetic_administrative_approval,missing_one_required_unit,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0016,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0016,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0017,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0017,synthetic_administrative_approval,missing_policy_rule,approve,reject,False,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0017,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0018,synthetic_administrative_approval,missing_one_required_unit,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0018,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0018,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0019,synthetic_administrative_approval,missing_one_required_unit,approve,reject,True,reject,False,False,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0019,synthetic_administrative_approval,missing_policy_rule,approve,reject,False,approve,False,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0019,synthetic_administrative_approval,original_evidence,approve,approve,True,approve,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0020,synthetic_administrative_approval,missing_one_required_unit,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0020,synthetic_administrative_approval,missing_policy_rule,reject,reject,False,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
GLM 20-task checkpoint,zai,glm-5.2,P03-T0020,synthetic_administrative_approval,original_evidence,reject,reject,True,reject,True,True,True,,True,sanitized_from_ignored_glm_aggregate,"Stage-cascade tables are descriptive outputs from the controlled Pilot 03 setup. They use sanitized chain-level fields only and should not be interpreted as broad provider rankings, deployment evidence, or general model reliability claims."
