dry_run_request_id,stage_name,stage_order,template_id,schema_version,evidence_state_id,packet_id,condition_name,input_reference,dependency_reference,target_label_reference_excluded,prompt_template_only,raw_prompt_instance_written,raw_response_written,api_call_executed,model_call_executed
P05_CFPB_ES_003_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_02_compressed,P05_CFPB_PKT_004762,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_003_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_02_compressed,P05_CFPB_PKT_004762,compressed,sanitized_decision_output_reference,P05_CFPB_ES_003_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_003_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_02_compressed,P05_CFPB_PKT_004762,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_003_02_compressed_D|P05_CFPB_ES_003_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_003_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_03_partial_dropout,P05_CFPB_PKT_004762,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_003_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_03_partial_dropout,P05_CFPB_PKT_004762,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_003_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_003_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_03_partial_dropout,P05_CFPB_PKT_004762,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_003_03_partial_dropout_D|P05_CFPB_ES_003_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_003_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_04_noisy_conflicting,P05_CFPB_PKT_004762,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_003_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_04_noisy_conflicting,P05_CFPB_PKT_004762,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_003_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_003_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_003_04_noisy_conflicting,P05_CFPB_PKT_004762,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_003_04_noisy_conflicting_D|P05_CFPB_ES_003_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_004_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_01_clean,P05_CFPB_PKT_000605,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_004_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_01_clean,P05_CFPB_PKT_000605,clean,sanitized_decision_output_reference,P05_CFPB_ES_004_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_004_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_01_clean,P05_CFPB_PKT_000605,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_004_01_clean_D|P05_CFPB_ES_004_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_004_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_02_compressed,P05_CFPB_PKT_000605,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_004_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_02_compressed,P05_CFPB_PKT_000605,compressed,sanitized_decision_output_reference,P05_CFPB_ES_004_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_004_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_02_compressed,P05_CFPB_PKT_000605,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_004_02_compressed_D|P05_CFPB_ES_004_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_004_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_03_partial_dropout,P05_CFPB_PKT_000605,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_004_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_03_partial_dropout,P05_CFPB_PKT_000605,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_004_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_004_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_03_partial_dropout,P05_CFPB_PKT_000605,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_004_03_partial_dropout_D|P05_CFPB_ES_004_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_004_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_04_noisy_conflicting,P05_CFPB_PKT_000605,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_004_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_04_noisy_conflicting,P05_CFPB_PKT_000605,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_004_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_004_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_004_04_noisy_conflicting,P05_CFPB_PKT_000605,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_004_04_noisy_conflicting_D|P05_CFPB_ES_004_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_005_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_01_clean,P05_CFPB_PKT_007053,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_005_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_01_clean,P05_CFPB_PKT_007053,clean,sanitized_decision_output_reference,P05_CFPB_ES_005_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_005_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_01_clean,P05_CFPB_PKT_007053,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_005_01_clean_D|P05_CFPB_ES_005_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_005_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_02_compressed,P05_CFPB_PKT_007053,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_005_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_02_compressed,P05_CFPB_PKT_007053,compressed,sanitized_decision_output_reference,P05_CFPB_ES_005_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_005_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_02_compressed,P05_CFPB_PKT_007053,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_005_02_compressed_D|P05_CFPB_ES_005_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_005_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_03_partial_dropout,P05_CFPB_PKT_007053,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_005_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_03_partial_dropout,P05_CFPB_PKT_007053,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_005_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_005_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_03_partial_dropout,P05_CFPB_PKT_007053,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_005_03_partial_dropout_D|P05_CFPB_ES_005_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_005_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_04_noisy_conflicting,P05_CFPB_PKT_007053,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_005_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_04_noisy_conflicting,P05_CFPB_PKT_007053,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_005_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_005_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_005_04_noisy_conflicting,P05_CFPB_PKT_007053,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_005_04_noisy_conflicting_D|P05_CFPB_ES_005_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_006_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_01_clean,P05_CFPB_PKT_000987,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_006_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_01_clean,P05_CFPB_PKT_000987,clean,sanitized_decision_output_reference,P05_CFPB_ES_006_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_006_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_01_clean,P05_CFPB_PKT_000987,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_006_01_clean_D|P05_CFPB_ES_006_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_006_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_02_compressed,P05_CFPB_PKT_000987,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_006_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_02_compressed,P05_CFPB_PKT_000987,compressed,sanitized_decision_output_reference,P05_CFPB_ES_006_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_006_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_02_compressed,P05_CFPB_PKT_000987,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_006_02_compressed_D|P05_CFPB_ES_006_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_006_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_03_partial_dropout,P05_CFPB_PKT_000987,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_006_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_03_partial_dropout,P05_CFPB_PKT_000987,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_006_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_006_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_03_partial_dropout,P05_CFPB_PKT_000987,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_006_03_partial_dropout_D|P05_CFPB_ES_006_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_006_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_04_noisy_conflicting,P05_CFPB_PKT_000987,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_006_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_04_noisy_conflicting,P05_CFPB_PKT_000987,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_006_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_006_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_006_04_noisy_conflicting,P05_CFPB_PKT_000987,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_006_04_noisy_conflicting_D|P05_CFPB_ES_006_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_007_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_01_clean,P05_CFPB_PKT_007591,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_007_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_01_clean,P05_CFPB_PKT_007591,clean,sanitized_decision_output_reference,P05_CFPB_ES_007_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_007_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_01_clean,P05_CFPB_PKT_007591,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_007_01_clean_D|P05_CFPB_ES_007_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_007_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_02_compressed,P05_CFPB_PKT_007591,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_007_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_02_compressed,P05_CFPB_PKT_007591,compressed,sanitized_decision_output_reference,P05_CFPB_ES_007_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_007_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_02_compressed,P05_CFPB_PKT_007591,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_007_02_compressed_D|P05_CFPB_ES_007_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_007_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_03_partial_dropout,P05_CFPB_PKT_007591,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_007_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_03_partial_dropout,P05_CFPB_PKT_007591,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_007_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_007_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_03_partial_dropout,P05_CFPB_PKT_007591,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_007_03_partial_dropout_D|P05_CFPB_ES_007_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_007_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_04_noisy_conflicting,P05_CFPB_PKT_007591,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_007_04_noisy_conflicting_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_04_noisy_conflicting,P05_CFPB_PKT_007591,noisy_conflicting,sanitized_decision_output_reference,P05_CFPB_ES_007_04_noisy_conflicting_D,True,True,False,False,False,False
P05_CFPB_ES_007_04_noisy_conflicting_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_007_04_noisy_conflicting,P05_CFPB_PKT_007591,noisy_conflicting,sanitized_decision_and_audit_output_references,P05_CFPB_ES_007_04_noisy_conflicting_D|P05_CFPB_ES_007_04_noisy_conflicting_A,True,True,False,False,False,False
P05_CFPB_ES_008_01_clean_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_01_clean,P05_CFPB_PKT_001132,clean,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_008_01_clean_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_01_clean,P05_CFPB_PKT_001132,clean,sanitized_decision_output_reference,P05_CFPB_ES_008_01_clean_D,True,True,False,False,False,False
P05_CFPB_ES_008_01_clean_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_01_clean,P05_CFPB_PKT_001132,clean,sanitized_decision_and_audit_output_references,P05_CFPB_ES_008_01_clean_D|P05_CFPB_ES_008_01_clean_A,True,True,False,False,False,False
P05_CFPB_ES_008_02_compressed_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_02_compressed,P05_CFPB_PKT_001132,compressed,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_008_02_compressed_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_02_compressed,P05_CFPB_PKT_001132,compressed,sanitized_decision_output_reference,P05_CFPB_ES_008_02_compressed_D,True,True,False,False,False,False
P05_CFPB_ES_008_02_compressed_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_02_compressed,P05_CFPB_PKT_001132,compressed,sanitized_decision_and_audit_output_references,P05_CFPB_ES_008_02_compressed_D|P05_CFPB_ES_008_02_compressed_A,True,True,False,False,False,False
P05_CFPB_ES_008_03_partial_dropout_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_03_partial_dropout,P05_CFPB_PKT_001132,partial_dropout,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
P05_CFPB_ES_008_03_partial_dropout_A,audit,2,audit_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_03_partial_dropout,P05_CFPB_PKT_001132,partial_dropout,sanitized_decision_output_reference,P05_CFPB_ES_008_03_partial_dropout_D,True,True,False,False,False,False
P05_CFPB_ES_008_03_partial_dropout_E,escalation,3,escalation_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_03_partial_dropout,P05_CFPB_PKT_001132,partial_dropout,sanitized_decision_and_audit_output_references,P05_CFPB_ES_008_03_partial_dropout_D|P05_CFPB_ES_008_03_partial_dropout_A,True,True,False,False,False,False
P05_CFPB_ES_008_04_noisy_conflicting_D,decision,1,decision_v1,pilot_05_cfpb_cascade_v1,P05_CFPB_ES_008_04_noisy_conflicting,P05_CFPB_PKT_001132,noisy_conflicting,evidence_state_conditions.csv:evidence_state_text,,True,True,False,False,False,False
