run_id,sequence_index,sequence_id,timestamp_utc,model,base_case_id,evidence_condition,stage,parser_error_category,response_hash,input_tokens,output_tokens,estimated_cost_usd
pilot05AN_20260709_020210,71,af4b5c25ce09719077836ad4,2026-07-09T01:15:29.789858+00:00,glm-5.2,P05_CFPB_PKT_001611,noisy_conflicting,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,522,700,0.00381080
pilot05AN_20260709_020210,80,91417f46563018aa0f8c8dca,2026-07-09T01:16:57.360383+00:00,glm-5.2,P05_CFPB_PKT_003713,partial_dropout,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,502,700,0.00378280
pilot05AN_20260709_020210,81,28a3b39358e8d0d262e5b5cd,2026-07-09T01:17:09.160795+00:00,glm-5.2,P05_CFPB_PKT_003713,partial_dropout,escalation,json_parse_error,6c1d973f66701b3163c3b5b7253532150fd63129bc6e84e77e2d42ce6aad322c,503,700,0.00378420
pilot05AN_20260709_020210,84,d4514b377b6a3f32ba3066bd,2026-07-09T01:17:47.813543+00:00,glm-5.2,P05_CFPB_PKT_003713,noisy_conflicting,escalation,json_parse_error,ad6952d4df0220a5728713cf1fb7c5fd3e038f8894aefd470d40b8ef5f8792ec,522,700,0.00381080
pilot05AN_20260709_020210,85,06e1142a1453eb90ebf9cf40,2026-07-09T01:17:58.920641+00:00,glm-5.2,P05_CFPB_PKT_003910,clean,decision,json_parse_error,971110b172e1072f355d78f62d24e659445be04e7bbac92463961bf3fa80d554,502,700,0.00378280
pilot05AN_20260709_020210,86,a7ac57ec2138d66ea8c7cee7,2026-07-09T01:18:19.219375+00:00,glm-5.2,P05_CFPB_PKT_003910,clean,audit,json_parse_error,bc3a14226761bc6599bcf57023c6eba598f18aebf8317e71f452c4f822b86282,502,700,0.00378280
pilot05AN_20260709_020210,87,87347ee6c966ce96f276db15,2026-07-09T01:18:32.250384+00:00,glm-5.2,P05_CFPB_PKT_003910,clean,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,503,700,0.00378420
pilot05AN_20260709_020210,91,034b165920c63bc034ea752c,2026-07-09T01:19:13.269027+00:00,glm-5.2,P05_CFPB_PKT_003910,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,504,700,0.00378560
pilot05AN_20260709_020210,96,8f52a3b6cd58c0f578040eb1,2026-07-09T01:20:05.472498+00:00,glm-5.2,P05_CFPB_PKT_003910,noisy_conflicting,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,527,700,0.00381780
pilot05AN_20260709_020210,97,fec11ecd7119a08e0ea8798f,2026-07-09T01:20:19.710364+00:00,glm-5.2,P05_CFPB_PKT_004762,clean,decision,json_parse_error,7d82e5943bbf310af22d6748ba30049c6059133926eb537e3451f5910e5e4368,500,700,0.00378000
pilot05AN_20260709_020210,98,1a503c9f5e167629a689e4ac,2026-07-09T01:20:32.776758+00:00,glm-5.2,P05_CFPB_PKT_004762,clean,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,500,700,0.00378000
pilot05AN_20260709_020210,99,d2aaa87480bba543ee2c6d1d,2026-07-09T01:20:45.575205+00:00,glm-5.2,P05_CFPB_PKT_004762,clean,escalation,json_parse_error,844d7c37c7a016b16b30542913906810657b042018ac52408291fa945ceaf32f,501,700,0.00378140
pilot05AN_20260709_020210,102,d2459dbbca3aa4285707fc1d,2026-07-09T01:21:19.140699+00:00,glm-5.2,P05_CFPB_PKT_004762,compressed_lossy,escalation,json_parse_error,79df63d09db8884312fab4ed45143358741d0edb37782c765a0a3536f085b03f,457,700,0.00371980
pilot05AN_20260709_020210,104,509e7d0b1b0ca0c8ca94b48a,2026-07-09T01:21:49.168117+00:00,glm-5.2,P05_CFPB_PKT_004762,partial_dropout,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,504,700,0.00378560
pilot05AN_20260709_020210,105,db39f1dda6927ee61cd7f913,2026-07-09T01:22:05.255332+00:00,glm-5.2,P05_CFPB_PKT_004762,partial_dropout,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,505,700,0.00378700
pilot05AN_20260709_020210,112,7a2b3bf86196e5ae516606af,2026-07-09T01:23:04.197544+00:00,glm-5.2,P05_CFPB_PKT_005172,compressed_lossy,decision,json_parse_error,1ae1d96d2643f2c67504acac26f9b41f18bfe634cf3a7218681616ff7bc811ae,453,700,0.00371420
pilot05AN_20260709_020210,116,5ed372a6379f20c6d3ceb20c,2026-07-09T01:23:47.897479+00:00,glm-5.2,P05_CFPB_PKT_005172,partial_dropout,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,501,700,0.00378140
pilot05AN_20260709_020210,117,07e72d7fcfa601d6c3926bce,2026-07-09T01:24:09.906739+00:00,glm-5.2,P05_CFPB_PKT_005172,partial_dropout,escalation,json_parse_error,bf1f605c12b44b8c86e743a589373ac47e75f2b482623be8e8230aab091a61de,502,700,0.00378280
pilot05AN_20260709_020210,127,6e1482ec5c1085045eb76398,2026-07-09T01:25:58.624870+00:00,glm-5.2,P05_CFPB_PKT_005617,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,503,700,0.00378420
pilot05AN_20260709_020210,128,3fc87868037f11e380938d15,2026-07-09T01:26:14.201096+00:00,glm-5.2,P05_CFPB_PKT_005617,partial_dropout,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,503,700,0.00378420
pilot05AN_20260709_020210,130,c66689aa371f5fada09b9a04,2026-07-09T01:26:40.348942+00:00,glm-5.2,P05_CFPB_PKT_005617,noisy_conflicting,decision,json_parse_error,717ebef8466ac314db6f0e023fee09fdf4937d073d45f6dcef54dd439640b584,524,700,0.00381360
pilot05AN_20260709_020210,136,b7a134f6400207d7eff88b34,2026-07-09T01:27:46.409167+00:00,glm-5.2,P05_CFPB_PKT_005746,compressed_lossy,decision,json_parse_error,77f024f00e9082268fe693c94eb35c94e8da5d2b32abcb6a0a9c76bad30ac80c,453,700,0.00371420
pilot05AN_20260709_020210,141,13198866fa98a974d5249764,2026-07-09T01:28:45.909306+00:00,glm-5.2,P05_CFPB_PKT_005746,partial_dropout,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,502,700,0.00378280
pilot05AN_20260709_020210,150,e05d2e8e06221e34b34ac322,2026-07-09T01:30:13.500606+00:00,glm-5.2,P05_CFPB_PKT_007053,compressed_lossy,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,449,700,0.00370860
pilot05AN_20260709_020210,152,8e7c7f93beb89ad6b2567e14,2026-07-09T01:30:46.697386+00:00,glm-5.2,P05_CFPB_PKT_007053,partial_dropout,audit,json_parse_error,bdd5eb9f5d0a8e5db342be14918a18210a127527ef8836a7d9db96b62f6d70ef,496,700,0.00377440
pilot05AN_20260709_020210,153,e69ad64a260c61055d46adbf,2026-07-09T01:31:03.596322+00:00,glm-5.2,P05_CFPB_PKT_007053,partial_dropout,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,497,700,0.00377580
pilot05AN_20260709_020210,154,db0b1ec808dac29ab73740b8,2026-07-09T01:31:19.626800+00:00,glm-5.2,P05_CFPB_PKT_007053,noisy_conflicting,decision,json_parse_error,832f9b2dd2de74ddbbb0fc682aa934a3af2301599acf8a4c401378a97b6c29f3,526,700,0.00381640
pilot05AN_20260709_020210,158,f764a006f1326a2b4d361dbe,2026-07-09T01:32:09.327756+00:00,glm-5.2,P05_CFPB_PKT_007427,clean,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,482,700,0.00375480
pilot05AN_20260709_020210,159,03b06a77d303fc8bc16bf9e8,2026-07-09T01:32:21.818920+00:00,glm-5.2,P05_CFPB_PKT_007427,clean,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,483,700,0.00375620
pilot05AN_20260709_020210,164,08183ef6ffddc6f283d68052,2026-07-09T01:33:14.986575+00:00,glm-5.2,P05_CFPB_PKT_007427,partial_dropout,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,497,700,0.00377580
pilot05AN_20260709_020210,170,9f00cfbf63322ad5630143e8,2026-07-09T01:34:25.126707+00:00,glm-5.2,P05_CFPB_PKT_007591,clean,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,499,700,0.00377860
pilot05AN_20260709_020210,171,0207d69092904c5bd1744e55,2026-07-09T01:34:38.660084+00:00,glm-5.2,P05_CFPB_PKT_007591,clean,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,500,700,0.00378000
pilot05AN_20260709_020210,177,a492e0a927a22bb8c5fe2729,2026-07-09T01:35:54.296761+00:00,glm-5.2,P05_CFPB_PKT_007591,partial_dropout,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,502,700,0.00378280
pilot05AN_20260709_020210,180,dd8aa07f043090cfd90aefe9,2026-07-09T01:36:30.576987+00:00,glm-5.2,P05_CFPB_PKT_007591,noisy_conflicting,escalation,json_parse_error,74292b3f4a63486dc8ced8205aa0b1d3f6b0d00063d0622a02a51d120f523118,524,700,0.00381360
pilot05AN_20260709_020210,186,d3932b17783da2a31f099df5,2026-07-09T01:37:25.218207+00:00,glm-5.2,P05_CFPB_PKT_007645,compressed_lossy,escalation,json_parse_error,b21a54dbe32aea697df161d04b5c5906e413046e126da2450522f0d93e35b2dc,454,700,0.00371560
pilot05AN_20260709_020210,187,819645da6bd17093eeb31421,2026-07-09T01:37:40.368238+00:00,glm-5.2,P05_CFPB_PKT_007645,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,501,700,0.00378140
pilot05AN_20260709_020210,189,d4cdc4b493b8c8d2d3a47dea,2026-07-09T01:38:05.262310+00:00,glm-5.2,P05_CFPB_PKT_007645,partial_dropout,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,502,700,0.00378280
pilot05AN_20260709_020210,190,284347d5255104a04c287a2b,2026-07-09T01:38:19.004695+00:00,glm-5.2,P05_CFPB_PKT_007645,noisy_conflicting,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,522,700,0.00381080
pilot05AN_20260709_020210,192,bcde199aed4328e896888e1d,2026-07-09T01:38:42.676159+00:00,glm-5.2,P05_CFPB_PKT_007645,noisy_conflicting,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,523,700,0.00381220
pilot05AN_20260709_020210,193,ac82e8e2224f1a31e5f8ea83,2026-07-09T01:39:11.313768+00:00,glm-5.2,P05_CFPB_PKT_010077,clean,decision,json_parse_error,29eeee2544aeca1f4ff788cc683ab9e0c72ea9d5d2dbd839c43fe94cba466664,487,700,0.00376180
pilot05AN_20260709_020210,194,8075221de515edebee569532,2026-07-09T01:39:22.897071+00:00,glm-5.2,P05_CFPB_PKT_010077,clean,audit,json_parse_error,d0e2a563bb7cda463101712da375fa2da2b1ae3e20c0551f7ce90abc218f2358,487,700,0.00376180
pilot05AN_20260709_020210,196,7ed8fc97473199c61667a177,2026-07-09T01:39:50.128718+00:00,glm-5.2,P05_CFPB_PKT_010077,compressed_lossy,decision,json_parse_error,ca9948ca6ad9d9eb5afd920f00c72b2e1998c6bf574dfaae8c1bc0ab60aaf19e,452,700,0.00371280
pilot05AN_20260709_020210,198,6949bbdd1fbe11be47f324b7,2026-07-09T01:40:15.345055+00:00,glm-5.2,P05_CFPB_PKT_010077,compressed_lossy,escalation,json_parse_error,f951eee5c64a2a4e502089e5bdc2532c623d684b09a59c04bea2e19a9dbdb2ea,453,700,0.00371420
pilot05AN_20260709_020210,206,50f7110bf8e6f14e5b813437,2026-07-09T01:41:44.097781+00:00,glm-5.2,P05_CFPB_PKT_010205,clean,audit,json_parse_error,98e228641338eb5cdff63659d222965428e24f2bc71416525c43870881288471,480,700,0.00375200
pilot05AN_20260709_020210,207,e32f1c87dfef3eaad8f49a72,2026-07-09T01:42:06.703899+00:00,glm-5.2,P05_CFPB_PKT_010205,clean,escalation,json_parse_error,bc3a14226761bc6599bcf57023c6eba598f18aebf8317e71f452c4f822b86282,481,700,0.00375340
pilot05AN_20260709_020210,211,296de417b1c1e9e0ce3a5d27,2026-07-09T01:43:02.126641+00:00,glm-5.2,P05_CFPB_PKT_010205,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,497,700,0.00377580
pilot05AN_20260709_020210,216,89f291fdc20bda3953cc7484,2026-07-09T01:44:09.385143+00:00,glm-5.2,P05_CFPB_PKT_010205,noisy_conflicting,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,521,700,0.00380940
pilot05AN_20260709_020210,217,02a8b204c95497b1f497663b,2026-07-09T01:44:24.269222+00:00,glm-5.2,P05_CFPB_PKT_010476,clean,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,489,700,0.00376460
pilot05AN_20260709_020210,218,361db9a45f5c5d0b5b09a7a4,2026-07-09T01:44:38.599704+00:00,glm-5.2,P05_CFPB_PKT_010476,clean,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,489,700,0.00376460
pilot05AN_20260709_020210,219,8e4084525d5ebcba637cc2c4,2026-07-09T01:44:51.187369+00:00,glm-5.2,P05_CFPB_PKT_010476,clean,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,490,700,0.00376600
pilot05AN_20260709_020210,220,9f9aee51810a901e19b211e7,2026-07-09T01:45:04.762442+00:00,glm-5.2,P05_CFPB_PKT_010476,compressed_lossy,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,453,700,0.00371420
pilot05AN_20260709_020210,224,276395a0af540162062e133a,2026-07-09T01:45:57.809380+00:00,glm-5.2,P05_CFPB_PKT_010476,partial_dropout,audit,json_parse_error,292146d5888e9e4cbe79a2d8120e690358b2fb4aac799799882d6c9d2b784a75,501,700,0.00378140
pilot05AN_20260709_020210,229,37d7b406ac027ee7a2ba0333,2026-07-09T01:46:57.436261+00:00,glm-5.2,P05_CFPB_PKT_010545,clean,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,486,700,0.00376040
pilot05AN_20260709_020210,237,8fcc0d0c9d3f671f1ee342c6,2026-07-09T01:48:34.103765+00:00,glm-5.2,P05_CFPB_PKT_010545,partial_dropout,escalation,json_parse_error,d5eef46444e3b7a546ef73cc86c10e468bc7c8dac2d75500dbe44b1fc52bbaf9,500,700,0.00378000
pilot05AN_20260709_020210,247,42958b3bffa8bb7552a81fb3,2026-07-09T01:50:09.297829+00:00,glm-5.2,P05_CFPB_PKT_010654,partial_dropout,decision,json_parse_error,88fa16378584118b4263b200755e51b8d2d623459fd71b428d796212c372063a,498,700,0.00377720
pilot05AN_20260709_020210,248,994a7a4fd1d697810b84a4aa,2026-07-09T01:50:22.634521+00:00,glm-5.2,P05_CFPB_PKT_010654,partial_dropout,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,498,700,0.00377720
pilot05AN_20260709_020210,250,0b1d099ee980e2d7321e82b0,2026-07-09T01:50:51.577128+00:00,glm-5.2,P05_CFPB_PKT_010654,noisy_conflicting,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,522,700,0.00381080
pilot05AN_20260709_020210,251,dc9a87572815d752f49f3200,2026-07-09T01:51:08.252229+00:00,glm-5.2,P05_CFPB_PKT_010654,noisy_conflicting,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,522,700,0.00381080
pilot05AN_20260709_020210,257,6eca474024716bbe1db6dbfd,2026-07-09T01:52:09.912826+00:00,glm-5.2,P05_CFPB_PKT_011720,compressed_lossy,audit,json_parse_error,16b73a76a27367d8893116ff470806f135a8678f6ee909e327fe30e0d40b2693,449,700,0.00370860
pilot05AN_20260709_020210,259,e7f8747abd310c3ff898be3c,2026-07-09T01:52:41.781748+00:00,glm-5.2,P05_CFPB_PKT_011720,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,497,700,0.00377580
pilot05AN_20260709_020210,265,886a6a9f9b340fe39d7429dd,2026-07-09T01:54:03.329953+00:00,glm-5.2,P05_CFPB_PKT_012020,clean,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,485,700,0.00375900
pilot05AN_20260709_020210,266,056a5fde2de5fdde9adf9d2d,2026-07-09T01:54:19.293675+00:00,glm-5.2,P05_CFPB_PKT_012020,clean,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,485,700,0.00375900
pilot05AN_20260709_020210,267,213a752a14ff310a7306e01b,2026-07-09T01:54:34.653915+00:00,glm-5.2,P05_CFPB_PKT_012020,clean,escalation,json_parse_error,8bb368f4688809666d90aa8a9a364a0acdc3c453a7761e2a2ed078d3d2dfb19c,486,700,0.00376040
pilot05AN_20260709_020210,271,2a8c9cd6423a09fb7257b86f,2026-07-09T01:55:35.159375+00:00,glm-5.2,P05_CFPB_PKT_012020,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,503,700,0.00378420
pilot05AN_20260709_020210,273,bea8f24e243ccfe31f8c85d5,2026-07-09T01:56:01.565032+00:00,glm-5.2,P05_CFPB_PKT_012020,partial_dropout,escalation,json_parse_error,ec5343eee68824188e71eef7c655219980c515575649da59e55962a0a10f3396,504,700,0.00378560
pilot05AN_20260709_020210,277,493e8bddb53f1d98e55b0780,2026-07-09T01:56:50.266533+00:00,glm-5.2,P05_CFPB_PKT_012731,clean,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,502,700,0.00378280
pilot05AN_20260709_020210,279,f955802ad263a79bdc39d15c,2026-07-09T01:57:18.784751+00:00,glm-5.2,P05_CFPB_PKT_012731,clean,escalation,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,503,700,0.00378420
pilot05AN_20260709_020210,283,f31e4c899c5a5f7889f46bcd,2026-07-09T01:58:05.114491+00:00,glm-5.2,P05_CFPB_PKT_012731,partial_dropout,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,504,700,0.00378560
pilot05AN_20260709_020210,289,93311c91f65f2d1e8bff5a53,2026-07-09T01:59:20.862678+00:00,glm-5.2,P05_CFPB_PKT_012795,clean,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,488,700,0.00376320
pilot05AN_20260709_020210,293,4290f62ffbdb75745d7529d4,2026-07-09T02:00:15.915859+00:00,glm-5.2,P05_CFPB_PKT_012795,compressed_lossy,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,452,700,0.00371280
pilot05AN_20260709_020210,301,3ceb383e0d5e84ab0c6a224a,2026-07-09T02:01:51.711585+00:00,glm-5.2,P05_CFPB_PKT_013198,clean,decision,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,491,700,0.00376740
pilot05AN_20260709_020210,302,dab3130557e7ad4e16024c56,2026-07-09T02:02:07.985385+00:00,glm-5.2,P05_CFPB_PKT_013198,clean,audit,json_parse_error,bc3a14226761bc6599bcf57023c6eba598f18aebf8317e71f452c4f822b86282,491,700,0.00376740
pilot05AN_20260709_020210,303,a1726f69415240cf85fcfdcd,2026-07-09T02:02:24.276453+00:00,glm-5.2,P05_CFPB_PKT_013198,clean,escalation,json_parse_error,67a67717d1c362502c8dbc5c3030f93f03a0b8205508f623f91e4baf63932bdb,492,700,0.00376880
pilot05AN_20260709_020210,307,cf0c32951cf76667706e5d03,2026-07-09T02:03:13.978201+00:00,glm-5.2,P05_CFPB_PKT_013198,partial_dropout,decision,json_parse_error,9971d18e7ad0a165503a54811dadb65ed2621e93b749b0e96084d714670d8f1b,501,700,0.00378140
pilot05AN_20260709_020210,314,a11869f5609355e6c0aeef5f,2026-07-09T02:04:44.466336+00:00,glm-5.2,P05_CFPB_PKT_013438,clean,audit,json_parse_error,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,502,700,0.00378280
